group,endpoints,tns_ns,wns_ns
clk500:sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C -> sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_1/ENARDEN,1,-0.211,-0.211
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/has_scale_sch_buffer.scale_sch_int_reg[]/R,1,-0.21,-0.21
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/has_scale_sch_buffer.scale_sch_out_i_reg[]/R,1,-0.21,-0.21
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_23/CAS_IN_ADDR_A[],2,-0.21,-0.178
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_63/CAS_IN_DIN_B[],2,-0.21,-0.153
clk150:sfo/two_pass_transport/second_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_27/DINADIN[],3,-0.21,-0.083
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_71/CAS_IN_BWE_B[],6,-0.209,-0.085
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/input_delay_re/no_sclr_lut.real_shift_ram.use_baseblock.use_hlutnm_srls.srl_loop[].i_fdre1/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[5].natural_order_input.PE/bypass_muxes.din_re_mux_gen[].reg/D,1,-0.208,-0.208
clk150:sfo/two_pass_transport/fault_125_to_150/syncstages_ff_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_153/CAS_IN_EN_B,1,-0.207,-0.207
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[3].delay_reset_pe/tc_reg/S,1,-0.207,-0.207
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[1].delay_reset_pe/tc_reg/S,1,-0.207,-0.207
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_129/CAS_IN_BWE_B[],6,-0.207,-0.092
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/issued_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_120/CAS_IN_ADDR_A[],2,-0.204,-0.123
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/ri3_reg/DSP_M_DATA_INST/CEM,1,-0.202,-0.202
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[2].natural_order_input.PE/has_TW_mult.MULT/i_cmpy/three_mult_structure.use_dsp.i_dsp48/dsp_preadder_3.reg_mult3_preadd_d/dN.std_srl.shift_reg_reg[][]/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[2].natural_order_input.PE/has_TW_mult.MULT/i_cmpy/three_mult_structure.use_dsp.i_dsp48/mult1_preadder_d_plus_a.mult1/mult/use_prim.appDSP48[0].bppDSP48[0].use_dsp.use_dsp48e2.iDSP48E2/DSP_PREADD_DATA_INST/DIN[],1,-0.2,-0.2
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_DIN_B[],3,-0.2,-0.105
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/reset_pipe_reg[]/C -> sfo/initial_estimator/owner/fft/u_ingress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_wide.mem_reg_bram_1/ENARDEN,1,-0.198,-0.198
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_129/CAS_IN_DIN_B[],4,-0.198,-0.082
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_129/CAS_IN_DIN_B[],4,-0.196,-0.092
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_55/CAS_IN_DIN_B[],3,-0.19,-0.111
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_128/CAS_IN_BWE_B[],4,-0.19,-0.079
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/rv_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_167/CAS_IN_EN_A,1,-0.189,-0.189
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/load_enable_reg/R,1,-0.188,-0.188
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/start_reg_reg/R,1,-0.188,-0.188
clk500:sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C -> sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[]/CE,4,-0.188,-0.047
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/nat_ip_next_start_reg.next_start_int_d_reg/R,1,-0.187,-0.187
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_126/CAS_IN_ADDR_A[],2,-0.187,-0.128
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/symbols_out_remaining_reg[]/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_status_channel.gen_status_ovflo.status_fifo_write_data_reg[]/D,1,-0.186,-0.186
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].first.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.OVFLO_FIFO/delay_reg[][]_srl16/CE,1,-0.185,-0.185
clk150:sfo/two_pass_transport/fault_125_to_150/syncstages_ff_reg[]/C -> sfo/two_pass_transport/intermediate[1].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_153/CAS_IN_EN_A,1,-0.184,-0.184
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/pi4_reg/DSP_A_B_DATA_INST/CEA2,1,-0.184,-0.184
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_ra_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_55/CAS_IN_ADDR_A[],1,-0.184,-0.184
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/rr3_reg/DSP_M_DATA_INST/CEM,1,-0.181,-0.181
clk150:cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_82/CLK -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[][]/D,2,-0.18,-0.115
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/symbols_out_remaining_reg[]/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_status_channel.gen_status_ovflo.status_fifo_write_desired_reg/D,1,-0.178,-0.178
clk150:sfo/two_pass_transport/second_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/output_buffer/storage/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_169/DINADIN[],2,-0.178,-0.115
clk500:cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/rdp_inst/count_value_i_reg[]/C -> cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_9/ADDRBWRADDR[],2,-0.177,-0.108
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[1].natural_order_input.PE/has_ovflo_control.delay_ovflo_valid/need_sclr_lut.real_shift_ram.FF_gen[].reg/D,1,-0.176,-0.176
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_94/CAS_IN_EN_A,1,-0.176,-0.176
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_71/CAS_IN_DIN_B[],4,-0.175,-0.069
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_94/CAS_IN_EN_B,1,-0.174,-0.174
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[1].natural_order_input.PE/has_ovflo_control.delay_ovflo_start/need_sclr_lut.real_shift_ram.FF_gen[].reg/D,1,-0.173,-0.173
clk150:cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_90/CLK -> cfo/coarse_banks[1].memory/u_frame_memory/xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[][]/D,4,-0.172,-0.087
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/ram_wa_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_167/CAS_IN_ADDR_B[],3,-0.17,-0.121
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[5].natural_order_input.PE/overflow.has_nfft_ovflo_reg.ovflo_reg/no_sclr_lut.depth1_shift_ram.with_sclr.Qsr_reg[]/R,1,-0.169,-0.169
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/start_reg_reg/R,1,-0.169,-0.169
clk150:poison_sync/syncstages_ff_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_161/CAS_IN_EN_B,1,-0.168,-0.168
clk500:sfo/residual_estimator/front_stage/main/service/reset_sync500/syncstages_ff_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_ingress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_wide.mem_reg_bram_1/ENARDEN,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMA/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMA_D1/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMB/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMB_D1/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMC/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMC_D1/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMD/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMD_D1/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAME/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAME_D1/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMF/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMF_D1/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMG/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMG_D1/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMH/WE,1,-0.167,-0.167
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/estimator/observation_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_0_15_140_153/RAMH_D1/WE,1,-0.167,-0.167
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_118/CAS_IN_EN_A,1,-0.167,-0.167
clk500:sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/load_enable_reg/R,1,-0.166,-0.166
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_145/CAS_IN_DIN_B[],2,-0.166,-0.14
clk150:sfo/two_pass_transport/shared_raw.hub/raw_store/rv_reg[]/C -> sfo/two_pass_transport/shared_raw.hub/raw_store/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_143/CAS_IN_EN_A,1,-0.165,-0.165
clk500:cfo/observation_front/fft_core/FSM_sequential_state_reg[]_rep/C -> cfo/observation_front/fft_core/pi4_reg/DSP_A_B_DATA_INST/CEB2,1,-0.164,-0.164
clk500:sfo/residual_estimator/front_stage/main/service/reset_sync500/syncstages_ff_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_ingress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_wide.mem_reg_bram_1/REGCEAREGCE,1,-0.163,-0.163
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_next_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_153/CAS_IN_ADDR_B[],2,-0.161,-0.125
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_144/CAS_IN_EN_A,1,-0.16,-0.16
clk150:cfo/coarse_rotation/output4_reg[]/C -> cfo/coarse_banks[0].memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_71/CAS_IN_DIN_B[],5,-0.159,-0.085
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[2].delay_reset_pe/tc_reg/S,1,-0.157,-0.157
clk150:sfo/two_pass_transport/first_resampling/engine/pack/m_data_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_89/CAS_IN_DIN_B[],2,-0.157,-0.121
clk150:cfo/estimator/backend/quality_core/fft_core/input_index_reg[]_rep__22/C -> cfo/estimator/backend/quality_core/fft_core/data_ram_reg[][]/D,3,-0.156,-0.119
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[1].natural_order_input.PE/has_addr_gen.next_bf2_start_delay/need_sclr_lut.real_shift_ram.FF_gen[].reg/D,1,-0.155,-0.155
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[3].natural_order_input.OVFLO_FIFO/q_i_reg[]/R,1,-0.155,-0.155
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/hasbf2.FB_2.BF_2/wr_addr_del/no_sclr_lut.real_shift_ram.use_baseblock.use_hlutnm_srls.srl_loop[].i_fdre1/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/hasbf2.FB_2.BF_2/MEM/blk_ram.use_bram_only.mem/depth_12_s6_depth_11.main_ram_loop[].use_RAMB18.ram_2k_loop[].SDP_RAMB18_9x2048/WEA[],1,-0.154,-0.154
clk150:sfo/two_pass_transport/first_resampling/engine/core/stream/lane_phase_reg[][]/C -> sfo/two_pass_transport/first_resampling/engine/core/stream/arithmetic/real_channel[22].u_real/pre_ca/g18.u_add/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[]/D,7,-0.154,-0.042
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_overflow.natural_ovflo.DOUT_DONE_E_CNT/no_early_reg.I_TC_reg/R,1,-0.151,-0.151
clk500:cfo/reset_fast/arststages_ff_reg[]/C -> cfo/observation_front/address_valid_reg[]/D,1,-0.149,-0.149
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/reset_delays[].other.reset_del_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[4].natural_order_input.OVFLO_FIFO/delay_reg[][]_srl16/CE,1,-0.149,-0.149
clk500:sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_overflow.natural_ovflo.DOUT_DONE_E_CNT/no_early_reg.I_TC_reg/C -> sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[3].natural_order_input.OVFLO_FIFO/rd_cnt_reg[]/CE,4,-0.148,-0.037
clk500:sfo/residual_estimator/front_stage/main/service/reset_sync500/syncstages_ff_reg[]/C -> sfo/residual_estimator/front_stage/main/service/u_ingress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_wide.mem_reg_bram_0/ENARDEN,1,-0.147,-0.147
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/hasbf2.FB_2.BF_2/MEM/blk_ram.use_bram_only.mem/depth_12_s6_depth_11.use_fabric_register.doutb_tmp_reg[]/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[0].natural_order_input.PE/hasbf2.FB_2.BF_2/BTFLY0/logic_bfly_byp.add_r/adder/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[]/D,4,-0.147,-0.076
clk500:sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/gen_has_nfft.nfft_we_int_reg/C -> sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[6].natural_order_input.PE/has_ovflo_control.last_ovflo_start.ovflo_Valid_pre_reg_reg/R,1,-0.145,-0.145
clk150:sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[]/C -> sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_128/CAS_IN_EN_A,1,-0.145,-0.145
